# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-01-11 14:14:53 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07344400 Red River near Hosston, LA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 07344400
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	07344400	1959-07-14	6590	A
USGS	07344400	1959-07-15	6590	A
USGS	07344400	1959-07-16	5890	A
USGS	07344400	1959-07-17	5040	A
USGS	07344400	1959-07-18	4850	A
USGS	07344400	1959-07-19	6120	A
USGS	07344400	1959-07-20	9680	A
USGS	07344400	1959-07-21	21500	A
USGS	07344400	1959-07-22	23300	A
USGS	07344400	1959-07-23	22100	A
USGS	07344400	1959-07-24	20300	A
USGS	07344400	1959-07-25	19100	A
USGS	07344400	1959-07-26	20300	A
USGS	07344400	1959-07-27	23900	A
USGS	07344400	1959-07-28	28000	A
USGS	07344400	1959-07-29	30800	A
USGS	07344400	1959-07-30	44600	A
USGS	07344400	1959-07-31	47000	A
USGS	07344400	1959-08-01	42200	A
USGS	07344400	1959-08-02	33800	A
USGS	07344400	1959-08-03	28000	A
USGS	07344400	1959-08-04	24500	A
USGS	07344400	1959-08-05	22100	A
USGS	07344400	1959-08-06	18500	A
USGS	07344400	1959-08-07	15100	A
USGS	07344400	1959-08-08	12600	A
USGS	07344400	1959-08-09	11200	A
USGS	07344400	1959-08-10	10900	A
USGS	07344400	1959-08-11	12200	A
USGS	07344400	1959-08-12	12200	A
USGS	07344400	1959-08-13	11900	A
USGS	07344400	1959-08-14	11900	A
USGS	07344400	1959-08-15	11200	A
USGS	07344400	1959-08-16	9680	A
USGS	07344400	1959-08-17	8340	A
USGS	07344400	1959-08-18	8340	A
USGS	07344400	1959-08-19	8600	A
USGS	07344400	1959-08-20	8080	A
USGS	07344400	1959-08-21	7580	A
USGS	07344400	1959-08-22	7330	A
USGS	07344400	1959-08-23	6590	A
USGS	07344400	1959-08-24	5670	A
USGS	07344400	1959-08-25	5890	A
USGS	07344400	1959-08-26	6350	A
USGS	07344400	1959-08-27	6830	A
USGS	07344400	1959-08-28	7330	A
USGS	07344400	1959-08-29	6590	A
USGS	07344400	1959-08-30	5670	A
USGS	07344400	1959-08-31	5450	A
USGS	07344400	1959-09-01	6120	A
USGS	07344400	1959-09-02	7330	A
USGS	07344400	1959-09-03	7330	A
USGS	07344400	1959-09-04	8340	A
USGS	07344400	1959-09-05	9680	A
USGS	07344400	1959-09-06	9680	A
USGS	07344400	1959-09-07	9680	A
USGS	07344400	1959-09-08	13000	A
USGS	07344400	1959-09-09	14600	A
USGS	07344400	1959-09-10	13000	A
USGS	07344400	1959-09-11	10600	A
USGS	07344400	1959-09-12	8080	A
USGS	07344400	1959-09-13	6350	A
USGS	07344400	1959-09-14	5240	A
USGS	07344400	1959-09-15	4480	A
USGS	07344400	1959-09-16	4200	A
USGS	07344400	1959-09-17	5040	A
USGS	07344400	1959-09-18	5240	A
USGS	07344400	1959-09-19	5040	A
USGS	07344400	1959-09-20	4310	A
USGS	07344400	1959-09-21	3730	A
USGS	07344400	1959-09-22	3360	A
USGS	07344400	1959-09-23	3360	A
USGS	07344400	1959-09-24	3600	A
USGS	07344400	1959-09-25	3730	A
USGS	07344400	1959-09-26	3860	A
USGS	07344400	1959-09-27	3730	A
USGS	07344400	1959-09-28	3480	A
USGS	07344400	1959-09-29	3480	A
USGS	07344400	1959-09-30	4660	A
USGS	07344400	1959-10-01	4850	A
USGS	07344400	1959-10-02	5040	A
USGS	07344400	1959-10-03	5240	A
USGS	07344400	1959-10-04	4850	A
USGS	07344400	1959-10-05	4660	A
USGS	07344400	1959-10-06	5670	A
USGS	07344400	1959-10-07	9740	A
USGS	07344400	1959-10-08	30100	A
USGS	07344400	1959-10-09	38200	A
USGS	07344400	1959-10-10	38200	A
USGS	07344400	1959-10-11	43800	A
USGS	07344400	1959-10-12	47800	A
USGS	07344400	1959-10-13	49400	A
USGS	07344400	1959-10-14	47800	A
USGS	07344400	1959-10-15	47000	A
USGS	07344400	1959-10-16	53400	A
USGS	07344400	1959-10-17	59100	A
USGS	07344400	1959-10-18	53700	A
USGS	07344400	1959-10-19	39800	A
USGS	07344400	1959-10-20	30800	A
USGS	07344400	1959-10-21	27300	A
USGS	07344400	1959-10-22	27300	A
USGS	07344400	1959-10-23	25200	A
USGS	07344400	1959-10-24	19800	A
USGS	07344400	1959-10-25	15200	A
USGS	07344400	1959-10-26	12000	A
USGS	07344400	1959-10-27	9900	A
USGS	07344400	1959-10-28	8400	A
USGS	07344400	1959-10-29	7500	A
USGS	07344400	1959-10-30	6950	A
USGS	07344400	1959-10-31	6200	A
USGS	07344400	1959-11-01	5500	A
USGS	07344400	1959-11-02	5500	A
USGS	07344400	1959-11-03	5700	A
USGS	07344400	1959-11-04	6200	A
USGS	07344400	1959-11-05	6200	A
USGS	07344400	1959-11-06	6700	A
USGS	07344400	1959-11-07	12000	A
USGS	07344400	1959-11-08	19800	A
USGS	07344400	1959-11-09	22400	A
USGS	07344400	1959-11-10	20400	A
USGS	07344400	1959-11-11	18200	A
USGS	07344400	1959-11-12	16800	A
USGS	07344400	1959-11-13	15600	A
USGS	07344400	1959-11-14	14000	A
USGS	07344400	1959-11-15	12400	A
USGS	07344400	1959-11-16	12000	A
USGS	07344400	1959-11-17	11400	A
USGS	07344400	1959-11-18	11400	A
USGS	07344400	1959-11-19	11400	A
USGS	07344400	1959-11-20	11400	A
USGS	07344400	1959-11-21	11100	A
USGS	07344400	1959-11-22	10200	A
USGS	07344400	1959-11-23	9000	A
USGS	07344400	1959-11-24	7200	A
USGS	07344400	1959-11-25	5950	A
USGS	07344400	1959-11-26	5100	A
USGS	07344400	1959-11-27	4300	A
USGS	07344400	1959-11-28	3950	A
USGS	07344400	1959-11-29	3700	A
USGS	07344400	1959-11-30	3600	A
USGS	07344400	1959-12-01	3300	A
USGS	07344400	1959-12-02	3300	A
USGS	07344400	1959-12-03	3400	A
USGS	07344400	1959-12-04	3600	A
USGS	07344400	1959-12-05	3950	A
USGS	07344400	1959-12-06	3800	A
USGS	07344400	1959-12-07	3600	A
USGS	07344400	1959-12-08	3300	A
USGS	07344400	1959-12-09	3200	A
USGS	07344400	1959-12-10	3200	A
USGS	07344400	1959-12-11	3400	A
USGS	07344400	1959-12-12	3800	A
USGS	07344400	1959-12-13	4900	A
USGS	07344400	1959-12-14	11400	A
USGS	07344400	1959-12-15	17700	A
USGS	07344400	1959-12-16	19800	A
USGS	07344400	1959-12-17	32900	A
USGS	07344400	1959-12-18	53700	A
USGS	07344400	1959-12-19	68100	A
USGS	07344400	1959-12-20	74000	A
USGS	07344400	1959-12-21	72000	A
USGS	07344400	1959-12-22	67200	A
USGS	07344400	1959-12-23	61800	A
USGS	07344400	1959-12-24	55500	A
USGS	07344400	1959-12-25	54600	A
USGS	07344400	1959-12-26	52800	A
USGS	07344400	1959-12-27	48600	A
USGS	07344400	1959-12-28	42200	A
USGS	07344400	1959-12-29	35800	A
USGS	07344400	1959-12-30	35800	A
USGS	07344400	1959-12-31	40600	A
USGS	07344400	1960-01-01	41400	A
USGS	07344400	1960-01-02	39800	A
USGS	07344400	1960-01-03	36600	A
USGS	07344400	1960-01-04	35000	A
USGS	07344400	1960-01-05	35800	A
USGS	07344400	1960-01-06	35800	A
USGS	07344400	1960-01-07	35800	A
USGS	07344400	1960-01-08	38200	A
USGS	07344400	1960-01-09	45400	A
USGS	07344400	1960-01-10	49400	A
USGS	07344400	1960-01-11	49400	A
USGS	07344400	1960-01-12	48600	A
USGS	07344400	1960-01-13	47800	A
USGS	07344400	1960-01-14	48600	A
USGS	07344400	1960-01-15	54600	A
USGS	07344400	1960-01-16	62700	A
USGS	07344400	1960-01-17	67200	A
USGS	07344400	1960-01-18	68100	A
USGS	07344400	1960-01-19	70000	A
USGS	07344400	1960-01-20	71000	A
USGS	07344400	1960-01-21	67200	A
USGS	07344400	1960-01-22	60900	A
USGS	07344400	1960-01-23	52800	A
USGS	07344400	1960-01-24	46200	A
USGS	07344400	1960-01-25	39800	A
USGS	07344400	1960-01-26	34300	A
USGS	07344400	1960-01-27	30800	A
USGS	07344400	1960-01-28	28700	A
USGS	07344400	1960-01-29	28000	A
USGS	07344400	1960-01-30	28000	A
USGS	07344400	1960-01-31	28000	A
USGS	07344400	1960-02-01	27300	A
USGS	07344400	1960-02-02	27300	A
USGS	07344400	1960-02-03	26600	A
USGS	07344400	1960-02-04	28000	A
USGS	07344400	1960-02-05	29400	A
USGS	07344400	1960-02-06	34300	A
USGS	07344400	1960-02-07	47000	A
USGS	07344400	1960-02-08	52800	A
USGS	07344400	1960-02-09	51900	A
USGS	07344400	1960-02-10	47800	A
USGS	07344400	1960-02-11	42200	A
USGS	07344400	1960-02-12	36600	A
USGS	07344400	1960-02-13	32200	A
USGS	07344400	1960-02-14	32200	A
USGS	07344400	1960-02-15	26600	A
USGS	07344400	1960-02-16	25200	A
USGS	07344400	1960-02-17	25200	A
USGS	07344400	1960-02-18	27300	A
USGS	07344400	1960-02-19	28000	A
USGS	07344400	1960-02-20	28000	A
USGS	07344400	1960-02-21	26600	A
USGS	07344400	1960-02-22	25900	A
USGS	07344400	1960-02-23	26600	A
USGS	07344400	1960-02-24	26600	A
USGS	07344400	1960-02-25	26600	A
USGS	07344400	1960-02-26	26600	A
USGS	07344400	1960-02-27	26600	A
USGS	07344400	1960-02-28	25900	A
USGS	07344400	1960-02-29	24500	A
USGS	07344400	1960-03-01	24500	A
USGS	07344400	1960-03-02	26600	A
USGS	07344400	1960-03-03	28000	A
USGS	07344400	1960-03-04	30800	A
USGS	07344400	1960-03-05	32200	A
USGS	07344400	1960-03-06	31500	A
USGS	07344400	1960-03-07	30100	A
USGS	07344400	1960-03-08	28000	A
USGS	07344400	1960-03-09	25900	A
USGS	07344400	1960-03-10	24500	A
USGS	07344400	1960-03-11	23100	A
USGS	07344400	1960-03-12	22400	A
USGS	07344400	1960-03-13	22400	A
USGS	07344400	1960-03-14	22400	A
USGS	07344400	1960-03-15	23100	A
USGS	07344400	1960-03-16	23800	A
USGS	07344400	1960-03-17	28000	A
USGS	07344400	1960-03-18	30800	A
USGS	07344400	1960-03-19	31500	A
USGS	07344400	1960-03-20	30800	A
USGS	07344400	1960-03-21	28000	A
USGS	07344400	1960-03-22	23100	A
USGS	07344400	1960-03-23	20400	A
USGS	07344400	1960-03-24	18200	A
USGS	07344400	1960-03-25	16800	A
USGS	07344400	1960-03-26	14400	A
USGS	07344400	1960-03-27	12400	A
USGS	07344400	1960-03-28	13200	A
USGS	07344400	1960-03-29	18200	A
USGS	07344400	1960-03-30	25900	A
USGS	07344400	1960-03-31	28700	A
USGS	07344400	1960-04-01	23800	A
USGS	07344400	1960-04-02	18700	A
USGS	07344400	1960-04-03	16000	A
USGS	07344400	1960-04-04	14400	A
USGS	07344400	1960-04-05	12800	A
USGS	07344400	1960-04-06	11700	A
USGS	07344400	1960-04-07	11100	A
USGS	07344400	1960-04-08	10800	A
USGS	07344400	1960-04-09	9000	A
USGS	07344400	1960-04-10	8000	A
USGS	07344400	1960-04-11	7000	A
USGS	07344400	1960-04-12	7000	A
USGS	07344400	1960-04-13	7000	A
USGS	07344400	1960-04-14	6500	A
USGS	07344400	1960-04-15	6500	A
USGS	07344400	1960-04-16	6500	A
USGS	07344400	1960-04-17	6000	A
USGS	07344400	1960-04-18	6000	A
USGS	07344400	1960-04-19	6500	A
USGS	07344400	1960-04-20	8000	A
USGS	07344400	1960-04-21	8000	A
USGS	07344400	1960-04-22	7500	A
USGS	07344400	1960-04-23	7000	A
USGS	07344400	1960-04-24	6500	A
USGS	07344400	1960-04-25	7000	A
USGS	07344400	1960-04-26	7000	A
USGS	07344400	1960-04-27	7000	A
USGS	07344400	1960-04-28	7000	A
USGS	07344400	1960-04-29	6500	A
USGS	07344400	1960-04-30	6500	A
USGS	07344400	1960-05-01	7000	A
USGS	07344400	1960-05-02	8000	A
USGS	07344400	1960-05-03	9000	A
USGS	07344400	1960-05-04	12400	A
USGS	07344400	1960-05-05	16000	A
USGS	07344400	1960-05-06	14800	A
USGS	07344400	1960-05-07	11400	A
USGS	07344400	1960-05-08	15600	A
USGS	07344400	1960-05-09	33600	A
USGS	07344400	1960-05-10	43000	A
USGS	07344400	1960-05-11	43000	A
USGS	07344400	1960-05-12	37400	A
USGS	07344400	1960-05-13	31500	A
USGS	07344400	1960-05-14	26600	A
USGS	07344400	1960-05-15	19200	A
USGS	07344400	1960-05-16	16800	A
USGS	07344400	1960-05-17	13600	A
USGS	07344400	1960-05-18	10800	A
USGS	07344400	1960-05-19	9600	A
USGS	07344400	1960-05-20	8700	A
USGS	07344400	1960-05-21	7800	A
USGS	07344400	1960-05-22	8700	A
USGS	07344400	1960-05-23	27600	A
USGS	07344400	1960-05-24	51900	A
USGS	07344400	1960-05-25	64500	A
USGS	07344400	1960-05-26	70000	A
USGS	07344400	1960-05-27	72000	A
USGS	07344400	1960-05-28	74000	A
USGS	07344400	1960-05-29	69000	A
USGS	07344400	1960-05-30	60000	A
USGS	07344400	1960-05-31	51900	A
USGS	07344400	1960-06-01	44600	A
USGS	07344400	1960-06-02	35800	A
USGS	07344400	1960-06-03	28700	A
USGS	07344400	1960-06-04	23800	A
USGS	07344400	1960-06-05	19200	A
USGS	07344400	1960-06-06	16800	A
USGS	07344400	1960-06-07	15200	A
USGS	07344400	1960-06-08	13600	A
USGS	07344400	1960-06-09	12000	A
USGS	07344400	1960-06-10	10800	A
USGS	07344400	1960-06-11	9600	A
USGS	07344400	1960-06-12	9000	A
USGS	07344400	1960-06-13	8700	A
USGS	07344400	1960-06-14	8100	A
USGS	07344400	1960-06-15	7200	A
USGS	07344400	1960-06-16	7200	A
USGS	07344400	1960-06-17	9600	A
USGS	07344400	1960-06-18	10800	A
USGS	07344400	1960-06-19	9900	A
USGS	07344400	1960-06-20	8400	A
USGS	07344400	1960-06-21	8100	A
USGS	07344400	1960-06-22	8100	A
USGS	07344400	1960-06-23	8100	A
USGS	07344400	1960-06-24	7500	A
USGS	07344400	1960-06-25	6950	A
USGS	07344400	1960-06-26	7500	A
USGS	07344400	1960-06-27	7500	A
USGS	07344400	1960-06-28	8100	A
USGS	07344400	1960-06-29	12400	A
USGS	07344400	1960-06-30	17200	A
USGS	07344400	1960-07-01	21000	A
USGS	07344400	1960-07-02	19200	A
USGS	07344400	1960-07-03	14800	A
USGS	07344400	1960-07-04	12000	A
USGS	07344400	1960-07-05	10800	A
USGS	07344400	1960-07-06	10500	A
USGS	07344400	1960-07-07	10500	A
USGS	07344400	1960-07-08	12000	A
USGS	07344400	1960-07-09	12000	A
USGS	07344400	1960-07-10	10500	A
USGS	07344400	1960-07-11	9600	A
USGS	07344400	1960-07-12	9300	A
USGS	07344400	1960-07-13	9900	A
USGS	07344400	1960-07-14	10500	A
USGS	07344400	1960-07-15	11100	A
USGS	07344400	1960-07-16	10800	A
USGS	07344400	1960-07-17	9900	A
USGS	07344400	1960-07-18	9600	A
USGS	07344400	1960-07-19	10500	A
USGS	07344400	1960-07-20	11400	A
USGS	07344400	1960-07-21	11400	A
USGS	07344400	1960-07-22	10800	A
USGS	07344400	1960-07-23	10200	A
USGS	07344400	1960-07-24	9300	A
USGS	07344400	1960-07-25	8100	A
USGS	07344400	1960-07-26	8400	A
USGS	07344400	1960-07-27	13200	A
USGS	07344400	1960-07-28	27300	A
USGS	07344400	1960-07-29	35000	A
USGS	07344400	1960-07-30	36600	A
USGS	07344400	1960-07-31	31500	A
USGS	07344400	1960-08-01	25200	A
USGS	07344400	1960-08-02	19800	A
USGS	07344400	1960-08-03	15600	A
USGS	07344400	1960-08-04	12400	A
USGS	07344400	1960-08-05	10500	A
USGS	07344400	1960-08-06	8700	A
USGS	07344400	1960-08-07	7000	A
USGS	07344400	1960-08-08	6500	A
USGS	07344400	1960-08-09	6500	A
USGS	07344400	1960-08-10	6500	A
USGS	07344400	1960-08-11	7000	A
USGS	07344400	1960-08-12	7000	A
USGS	07344400	1960-08-13	6000	A
USGS	07344400	1960-08-14	5500	A
USGS	07344400	1960-08-15	5000	A
USGS	07344400	1960-08-16	5000	A
USGS	07344400	1960-08-17	6000	A
USGS	07344400	1960-08-18	5500	A
USGS	07344400	1960-08-19	5100	A
USGS	07344400	1960-08-20	4500	A
USGS	07344400	1960-08-21	4300	A
USGS	07344400	1960-08-22	4300	A
USGS	07344400	1960-08-23	4900	A
USGS	07344400	1960-08-24	6700	A
USGS	07344400	1960-08-25	10800	A
USGS	07344400	1960-08-26	13200	A
USGS	07344400	1960-08-27	14000	A
USGS	07344400	1960-08-28	11400	A
USGS	07344400	1960-08-29	9900	A
USGS	07344400	1960-08-30	9300	A
USGS	07344400	1960-08-31	8700	A
USGS	07344400	1960-09-01	8400	A
USGS	07344400	1960-09-02	8400	A
USGS	07344400	1960-09-03	7500	A
USGS	07344400	1960-09-04	6200	A
USGS	07344400	1960-09-05	5500	A
USGS	07344400	1960-09-06	4500	A
USGS	07344400	1960-09-07	4300	A
USGS	07344400	1960-09-08	4100	A
USGS	07344400	1960-09-09	4100	A
USGS	07344400	1960-09-10	4300	A
USGS	07344400	1960-09-11	4900	A
USGS	07344400	1960-09-12	3800	A
USGS	07344400	1960-09-13	3500	A
USGS	07344400	1960-09-14	3800	A
USGS	07344400	1960-09-15	4500	A
USGS	07344400	1960-09-16	4300	A
USGS	07344400	1960-09-17	4100	A
USGS	07344400	1960-09-18	3600	A
USGS	07344400	1960-09-19	3300	A
USGS	07344400	1960-09-20	3000	A
USGS	07344400	1960-09-21	3000	A
USGS	07344400	1960-09-22	3400	A
USGS	07344400	1960-09-23	3600	A
USGS	07344400	1960-09-24	3800	A
USGS	07344400	1960-09-25	3950	A
USGS	07344400	1960-09-26	3950	A
USGS	07344400	1960-09-27	4100	A
USGS	07344400	1960-09-28	5700	A
USGS	07344400	1960-09-29	6950	A
USGS	07344400	1960-09-30	7800	A
USGS	07344400	1960-10-01	9000	A
USGS	07344400	1960-10-02	9600	A
USGS	07344400	1960-10-03	9000	A
USGS	07344400	1960-10-04	8400	A
USGS	07344400	1960-10-05	7800	A
USGS	07344400	1960-10-06	6950	A
USGS	07344400	1960-10-07	6950	A
USGS	07344400	1960-10-08	7200	A
USGS	07344400	1960-10-09	8100	A
USGS	07344400	1960-10-10	13600	A
USGS	07344400	1960-10-11	15600	A
USGS	07344400	1960-10-12	14800	A
USGS	07344400	1960-10-13	12800	A
USGS	07344400	1960-10-14	11100	A
USGS	07344400	1960-10-15	9600	A
USGS	07344400	1960-10-16	8100	A
USGS	07344400	1960-10-17	7200	A
USGS	07344400	1960-10-18	6700	A
USGS	07344400	1960-10-19	6700	A
USGS	07344400	1960-10-20	6950	A
USGS	07344400	1960-10-21	6950	A
USGS	07344400	1960-10-22	6200	A
USGS	07344400	1960-10-23	5300	A
USGS	07344400	1960-10-24	5300	A
USGS	07344400	1960-10-25	18400	A
USGS	07344400	1960-10-26	29700	A
USGS	07344400	1960-10-27	31300	A
USGS	07344400	1960-10-28	32900	A
USGS	07344400	1960-10-29	33700	A
USGS	07344400	1960-10-30	33700	A
USGS	07344400	1960-10-31	32900	A
USGS	07344400	1960-11-01	32100	A
USGS	07344400	1960-11-02	27300	A
USGS	07344400	1960-11-03	26500	A
USGS	07344400	1960-11-04	24900	A
USGS	07344400	1960-11-05	20400	A
USGS	07344400	1960-11-06	17200	A
USGS	07344400	1960-11-07	15200	A
USGS	07344400	1960-11-08	13600	A
USGS	07344400	1960-11-09	12400	A
USGS	07344400	1960-11-10	11400	A
USGS	07344400	1960-11-11	10800	A
USGS	07344400	1960-11-12	10200	A
USGS	07344400	1960-11-13	10200	A
USGS	07344400	1960-11-14	10500	A
USGS	07344400	1960-11-15	10500	A
USGS	07344400	1960-11-16	9300	A
USGS	07344400	1960-11-17	9000	A
USGS	07344400	1960-11-18	8700	A
USGS	07344400	1960-11-19	8700	A
USGS	07344400	1960-11-20	9000	A
USGS	07344400	1960-11-21	9300	A
USGS	07344400	1960-11-22	9300	A
USGS	07344400	1960-11-23	9300	A
USGS	07344400	1960-11-24	8400	A
USGS	07344400	1960-11-25	7800	A
USGS	07344400	1960-11-26	6950	A
USGS	07344400	1960-11-27	5950	A
USGS	07344400	1960-11-28	5300	A
USGS	07344400	1960-11-29	5700	A
USGS	07344400	1960-11-30	5950	A
USGS	07344400	1960-12-01	5700	A
USGS	07344400	1960-12-02	5500	A
USGS	07344400	1960-12-03	5100	A
USGS	07344400	1960-12-04	4700	A
USGS	07344400	1960-12-05	4300	A
USGS	07344400	1960-12-06	4500	A
USGS	07344400	1960-12-07	8100	A
USGS	07344400	1960-12-08	17800	A
USGS	07344400	1960-12-09	36500	A
USGS	07344400	1960-12-10	54000	A
USGS	07344400	1960-12-11	65000	A
USGS	07344400	1960-12-12	73000	A
USGS	07344400	1960-12-13	82000	A
USGS	07344400	1960-12-14	90000	A
USGS	07344400	1960-12-15	90000	A
USGS	07344400	1960-12-16	82000	A
USGS	07344400	1960-12-17	71000	A
USGS	07344400	1960-12-18	63000	A
USGS	07344400	1960-12-19	59000	A
USGS	07344400	1960-12-20	51000	A
USGS	07344400	1960-12-21	45300	A
USGS	07344400	1960-12-22	39000	A
USGS	07344400	1960-12-23	32900	A
USGS	07344400	1960-12-24	28100	A
USGS	07344400	1960-12-25	25700	A
USGS	07344400	1960-12-26	21100	A
USGS	07344400	1960-12-27	19000	A
USGS	07344400	1960-12-28	18400	A
USGS	07344400	1960-12-29	18400	A
USGS	07344400	1960-12-30	18400	A
USGS	07344400	1960-12-31	19000	A
USGS	07344400	1961-01-01	21800	A
USGS	07344400	1961-01-02	32900	A
USGS	07344400	1961-01-03	44400	A
USGS	07344400	1961-01-04	54000	A
USGS	07344400	1961-01-05	52000	A
USGS	07344400	1961-01-06	47100	A
USGS	07344400	1961-01-07	41700	A
USGS	07344400	1961-01-08	35400	A
USGS	07344400	1961-01-09	31300	A
USGS	07344400	1961-01-10	29700	A
USGS	07344400	1961-01-11	28900	A
USGS	07344400	1961-01-12	28100	A
USGS	07344400	1961-01-13	28100	A
USGS	07344400	1961-01-14	26500	A
USGS	07344400	1961-01-15	24900	A
USGS	07344400	1961-01-16	23300	A
USGS	07344400	1961-01-17	22500	A
USGS	07344400	1961-01-18	24100	A
USGS	07344400	1961-01-19	25000	A
USGS	07344400	1961-01-20	24100	A
USGS	07344400	1961-01-21	22500	A
USGS	07344400	1961-01-22	23300	A
USGS	07344400	1961-01-23	22500	A
USGS	07344400	1961-01-24	22500	A
USGS	07344400	1961-01-25	22500	A
USGS	07344400	1961-01-26	22500	A
USGS	07344400	1961-01-27	21800	A
USGS	07344400	1961-01-28	21100	A
USGS	07344400	1961-01-29	20400	A
USGS	07344400	1961-01-30	21100	A
USGS	07344400	1961-01-31	21800	A
USGS	07344400	1961-02-01	22500	A
USGS	07344400	1961-02-02	22500	A
USGS	07344400	1961-02-03	21800	A
USGS	07344400	1961-02-04	21100	A
USGS	07344400	1961-02-05	19000	A
USGS	07344400	1961-02-06	18400	A
USGS	07344400	1961-02-07	16600	A
USGS	07344400	1961-02-08	15200	A
USGS	07344400	1961-02-09	14400	A
USGS	07344400	1961-02-10	14800	A
USGS	07344400	1961-02-11	19000	A
USGS	07344400	1961-02-12	21100	A
USGS	07344400	1961-02-13	24100	A
USGS	07344400	1961-02-14	24100	A
USGS	07344400	1961-02-15	21800	A
USGS	07344400	1961-02-16	19000	A
USGS	07344400	1961-02-17	17200	A
USGS	07344400	1961-02-18	15200	A
USGS	07344400	1961-02-19	14800	A
USGS	07344400	1961-02-20	18600	A
USGS	07344400	1961-02-21	29400	A
USGS	07344400	1961-02-22	39800	A
USGS	07344400	1961-02-23	46200	A
USGS	07344400	1961-02-24	51000	A
USGS	07344400	1961-02-25	51000	A
USGS	07344400	1961-02-26	47000	A
USGS	07344400	1961-02-27	42200	A
USGS	07344400	1961-02-28	38200	A
USGS	07344400	1961-03-01	32600	A
USGS	07344400	1961-03-02	27800	A
USGS	07344400	1961-03-03	22800	A
USGS	07344400	1961-03-04	19300	A
USGS	07344400	1961-03-05	17400	A
USGS	07344400	1961-03-06	17400	A
USGS	07344400	1961-03-07	19300	A
USGS	07344400	1961-03-08	20000	A
USGS	07344400	1961-03-09	25600	A
USGS	07344400	1961-03-10	31800	A
USGS	07344400	1961-03-11	32600	A
USGS	07344400	1961-03-12	31800	A
USGS	07344400	1961-03-13	31000	A
USGS	07344400	1961-03-14	30200	A
USGS	07344400	1961-03-15	31000	A
USGS	07344400	1961-03-16	31800	A
USGS	07344400	1961-03-17	30200	A
USGS	07344400	1961-03-18	27800	A
USGS	07344400	1961-03-19	25000	A
USGS	07344400	1961-03-20	22800	A
USGS	07344400	1961-03-21	22100	A
USGS	07344400	1961-03-22	22800	A
USGS	07344400	1961-03-23	24900	A
USGS	07344400	1961-03-24	26300	A
USGS	07344400	1961-03-25	23500	A
USGS	07344400	1961-03-26	20000	A
USGS	07344400	1961-03-27	18600	A
USGS	07344400	1961-03-28	22800	A
USGS	07344400	1961-03-29	35000	A
USGS	07344400	1961-03-30	50200	A
USGS	07344400	1961-03-31	61800	A
USGS	07344400	1961-04-01	76000	A
USGS	07344400	1961-04-02	90000	A
USGS	07344400	1961-04-03	94000	A
USGS	07344400	1961-04-04	89000	A
USGS	07344400	1961-04-05	82000	A
USGS	07344400	1961-04-06	70000	A
USGS	07344400	1961-04-07	62700	A
USGS	07344400	1961-04-08	56400	A
USGS	07344400	1961-04-09	47800	A
USGS	07344400	1961-04-10	41400	A
USGS	07344400	1961-04-11	41400	A
USGS	07344400	1961-04-12	43800	A
USGS	07344400	1961-04-13	45400	A
USGS	07344400	1961-04-14	43000	A
USGS	07344400	1961-04-15	40600	A
USGS	07344400	1961-04-16	38200	A
USGS	07344400	1961-04-17	36600	A
USGS	07344400	1961-04-18	34200	A
USGS	07344400	1961-04-19	31000	A
USGS	07344400	1961-04-20	27000	A
USGS	07344400	1961-04-21	24200	A
USGS	07344400	1961-04-22	21400	A
USGS	07344400	1961-04-23	20000	A
USGS	07344400	1961-04-24	19300	A
USGS	07344400	1961-04-25	18000	A
USGS	07344400	1961-04-26	16800	A
USGS	07344400	1961-04-27	16800	A
USGS	07344400	1961-04-28	15800	A
USGS	07344400	1961-04-29	14800	A
USGS	07344400	1961-04-30	12800	A
USGS	07344400	1961-05-01	11600	A
USGS	07344400	1961-05-02	11200	A
USGS	07344400	1961-05-03	10600	A
USGS	07344400	1961-05-04	9680	A
USGS	07344400	1961-05-05	9960	A
USGS	07344400	1961-05-06	10300	A
USGS	07344400	1961-05-07	11600	A
USGS	07344400	1961-05-08	18000	A
USGS	07344400	1961-05-09	42600	A
USGS	07344400	1961-05-10	57300	A
USGS	07344400	1961-05-11	59100	A
USGS	07344400	1961-05-12	56400	A
USGS	07344400	1961-05-13	52800	A
USGS	07344400	1961-05-14	49400	A
USGS	07344400	1961-05-15	46200	A
USGS	07344400	1961-05-16	42200	A
USGS	07344400	1961-05-17	36600	A
USGS	07344400	1961-05-18	30200	A
USGS	07344400	1961-05-19	23500	A
